Raison Sociale;SIREN;Année;Note;Structure;Nom UES;Entreprises UES (SIREN);Région;Département
SSP PROVINCE;534681697;2019;94;Entreprise;;;Île-de-France;Val-de-Marne
MAHLE Behr france Hambach;392172375;2018;75;Entreprise;;;Grand-Est;Moselle
GIVENCHY S.A.;552051229;2018;82;Entreprise;;;Île-de-France;Paris
SPIE BATIGNOLLES NORD;349026955;2018;45;Entreprise;;;Hauts-de-France;Nord
VESTAS France SAS;440849016;2018;78;Entreprise;;;Occitanie;Hérault
INSTALLUX;963500905;2019;81;Unité Economique et Sociale (UES);;IMG (399401868),ROCHE HABITAT (955509112),SOFADI TIASO (659835433);Auvergne-Rhône-Alpes;Rhône
MR BRICOLAGE SA;348033473;2019;60;Entreprise;;;Centre-Val de Loire;Loiret
PUBLICIS CONSEIL;304765332;2019;79;Entreprise;;;Île-de-France;Paris
FORMATION ET METIER;775558307;2020;82;Entreprise;;;Provence-Alpes-Côte d'Azur;Bouches-du-Rhône
CRCAM LORRAINE;775616162;2020;86;Entreprise;;;Grand-Est;Moselle
LABORATOIRES PRODENE KLINT;738200716;2019;78;Entreprise;;;Île-de-France;Seine-et-Marne
GEODIS LOGISTICS RHONE ALPES;440333466;2019;79;Entreprise;;;Auvergne-Rhône-Alpes;Rhône
RENAULT TECH;663650257;2018;72;Entreprise;;;Normandie;Eure
CAISSE D'ALLOCATIONS FAMILIALES;381202282;2019;99;Entreprise;;;Île-de-France;Val-de-Marne
SOLINEST;946050200;2019;88;Entreprise;;;Grand-Est;Haut-Rhin
PROXIMY;347849382;2019;84;Unité Economique et Sociale (UES);;TEAM DIFFUSION (519087175);Île-de-France;Seine-Saint-Denis
FONDATION ILDYS;777629288;2020;93;Entreprise;;;Bretagne;Finistère
ASSOCIATION ADIAF SAVARAHM;779847904;2019;86;Entreprise;;;Auvergne-Rhône-Alpes;Rhône
JEAN-LOUIS BURDET SAS;317944205;2019;77;Entreprise;;;Bourgogne-Franche-Comté;Doubs
SAFRAN ENGINEERING SERVICES;352876197;2019;93;Entreprise;;;Occitanie;Haute-Garonne
THUASNE;542091186;2019;89;Entreprise;;;Auvergne-Rhône-Alpes;Loire
MECAPROTEC INDUSTRIES;332505734;2019;78;Entreprise;;;Occitanie;Haute-Garonne
SAS METZDIS;484058664;2020;89;Entreprise;;;Grand-Est;Moselle
LYNX RH;512552373;2019;79;Entreprise;;;Île-de-France;Paris
SDMO Industries;548202985;2020;79;Entreprise;;;Bretagne;Finistère
AKZO NOBEL DISTRIBUTION;529221079;2018;71;Entreprise;;;Auvergne-Rhône-Alpes;Rhône
BTL TRANSPORTS;327048336;2019;;Entreprise;;;Hauts-de-France;Somme
GROUPE SEB FRANCE SAS;440410637;2019;99;Entreprise;;;Auvergne-Rhône-Alpes;Rhône
SAS C HOTEL;487606154;2019;83;Entreprise;;;Île-de-France;Paris
KEOLIS VERSAILLES;778151662;2019;95;Entreprise;;;Île-de-France;Yvelines
SIBELCO FRANCE;682000328;2018;73;Entreprise;;;Île-de-France;Hauts-de-Seine
Pas-de-Calais habitat;344077672;2018;58;Entreprise;;;Hauts-de-France;Pas-de-Calais
SIGNATURE SAS;968502377;2019;;Entreprise;;;Île-de-France;Hauts-de-Seine
NORMATRANS;348027939;2019;;Entreprise;;;Normandie;Calvados
CONDUENT BUSINESS PROCESS SOLUTIONS;423547439;2020;79;Entreprise;;;Auvergne-Rhône-Alpes;Ardèche
MIDAS FRANCE;997536818;2019;;Entreprise;;;Île-de-France;Yvelines
IN EXTENSO ILE DE FRANCE;449259860;2019;88;Entreprise;;;Île-de-France;Hauts-de-Seine
SOCIETE IMMOBILIERE GRAND HAINAUT;548800382;2018;70;Entreprise;;;Hauts-de-France;Nord
CPAM de Lot et Garonne;782152870;2018;68;Entreprise;;;Nouvelle-Aquitaine;Lot-et-Garonne
Sodiaal Union;351572888;2019;92;Entreprise;;;Île-de-France;Paris
APRR (autoroutes paris rhin rhône);016250029;2018;89;Entreprise;;;Bourgogne-Franche-Comté;Côte-d'Or
MATIERE SAS;326624244;2019;;Entreprise;;;Auvergne-Rhône-Alpes;Cantal
Credit Foncier de France;542029848;2018;72;Entreprise;;;Île-de-France;Val-de-Marne
SAS KERVILLY;339838559;2019;80;Entreprise;;;Bretagne;Finistère
Distribution de boissons;572079069;2018;;Entreprise;;;Île-de-France;Hauts-de-Seine
NEOSOFT SERVICES;484348487;2019;90;Entreprise;;;Île-de-France;Paris
NORSKE SKOG GOLBEY;349690644;2018;85;Entreprise;;;Grand-Est;Vosges
CHRONODRIVE;433513892;2019;94;Entreprise;;;Hauts-de-France;Nord
FIDUCIAL INFORMATIQUE;317288389;2019;65;Entreprise;;;Île-de-France;Hauts-de-Seine
RICARD SAS;303656375;2018;75;Entreprise;;;Provence-Alpes-Côte d'Azur;Bouches-du-Rhône
CLESENCE;585980022;2018;97;Entreprise;;;Hauts-de-France;Aisne
Association Elan CES;398360271;2019;;Entreprise;;;Hauts-de-France;Oise
SAVANE BROSSARD;340558840;2019;89;Entreprise;;;Île-de-France;Paris
ASED CANTAL;779079474;2019;;Entreprise;;;Auvergne-Rhône-Alpes;Cantal
FRANCE BOISSONS ILE DE FRANCE;572079069;2020;;Entreprise;;;Île-de-France;Hauts-de-Seine
PSA RETAIL FRANCE SAS;302475041;2019;84;Entreprise;;;Île-de-France;Yvelines
UNA DU CALVADOS;313510943;2018;;Entreprise;;;Normandie;Calvados
EVERIAL;350553863;2019;99;Entreprise;;;Auvergne-Rhône-Alpes;Rhône
OCEA;340889476;2019;;Entreprise;;;Pays de la Loire;Vendée
COLLINS AEROSPACE SYSTEMS;443177233;2020;82;Entreprise;;;Île-de-France;Val-d'Oise
MAXICOFFEE SUD;319099917;2020;86;Entreprise;;;Provence-Alpes-Côte d'Azur;Bouches-du-Rhône
Adapei du Cantal;321984130;2018;82;Entreprise;;;Auvergne-Rhône-Alpes;Cantal
Becton Dickinson France SAS;056501711;2019;92;Unité Economique et Sociale (UES);;BD Dispensing (432638765),BD Europe Holding (525009809);Auvergne-Rhône-Alpes;Isère
CREDIT AGRICOLE ILLE ET VILAINE;775590847;2018;86;Entreprise;;;Bretagne;Ille-et-Vilaine
PERNOD SAS;302208301;2018;91;Entreprise;;;Île-de-France;Val-de-Marne
Société Fromagère de Bouvron;399341304;2019;89;Entreprise;;;Pays de la Loire;Loire-Atlantique
ASSOCIATION FEDERATION HANDICAP INTERNATIONAL;519655997;2020;98;Unité Economique et Sociale (UES);;ASSOCIATION HANDICAP INTERNATIONAL FRANCE (327377966);Auvergne-Rhône-Alpes;Rhône
NIJI;439055278;2019;88;Entreprise;;;Bretagne;Ille-et-Vilaine
ASSOCIATION HOSPITALIERE DE BOURGOGNE FRANCHE COMTE;400395257;2019;96;Entreprise;;;Bourgogne-Franche-Comté;Haute-Saône
SAS AAD France Présence;443867064;2019;79;Entreprise;;;Provence-Alpes-Côte d'Azur;Bouches-du-Rhône
Crédit Agricole Payment Services;723001467;2020;94;Entreprise;;;Île-de-France;Yvelines
ASSOCIATION GROUPE SOS SENIORS;775618150;2019;82;Entreprise;;;Grand-Est;Moselle
Banque Populaire Auvergne Rhône-Alpes;605520071;2019;94;Entreprise;;;Auvergne-Rhône-Alpes;Rhône
Proxiserve;334873726;2018;73;Entreprise;;;Île-de-France;Hauts-de-Seine
MATINES;333242873;2019;90;Entreprise;;;Bretagne;Morbihan
TRIUMPH INTERNATIONAL;668500622;2018;91;Entreprise;;;Grand-Est;Bas-Rhin
LE GUEVEL SAS;775591290;2019;;Entreprise;;;Bretagne;Ille-et-Vilaine
DECATHLON FRANCE SAS;500569405;2020;84;Entreprise;;;Hauts-de-France;Nord
ONERA;775722879;2019;89;Entreprise;;;Île-de-France;Essonne
SAS;334961943;2018;86;Entreprise;;;Grand-Est;Vosges
SMG;775595085;2019;73;Entreprise;;;Auvergne-Rhône-Alpes;Isère
CRCAM SUD MEDITERRANEE;776179335;2018;87;Entreprise;;;Occitanie;Pyrénées-Orientales
NESTLE FRANCE SAS;542014428;2019;83;Entreprise;;;Île-de-France;Seine-et-Marne
CIC OUEST;855801072;2018;86;Entreprise;;;Pays de la Loire;Loire-Atlantique
BRETAGNE ANGLETERRE IRLANDE;927250217;2018;89;Entreprise;;;Bretagne;Finistère
CREDIT LYONNAIS SA;954509741;2018;77;Entreprise;;;Île-de-France;Val-de-Marne
SAS SOBADIS;320863186;2019;94;Entreprise;;;Normandie;Calvados
ALTEDIA;411787567;2020;82;Entreprise;;;Île-de-France;Hauts-de-Seine
La Brosse et Dupont;572133007;2019;83;Entreprise;;;Île-de-France;Seine-Saint-Denis
MEDIAPORTAGE;444955835;2019;;Entreprise;;;Grand-Est;Haut-Rhin
ARTELIA HOLDING;802044776;2020;88;Unité Economique et Sociale (UES);;ARTELIA (444523526),ARTELIA DEVELOPPEMENT (401788062),PCSI (401954193),RFR STRUCTURE ET ENVELOPPE (833863475),ARTELIA INTERNATIONAL (339376733),CLI (440449965),SPRETEC (343238853),QUADRIC (338500713),SECOA (419699343);Île-de-France;Seine-Saint-Denis
STA RUITZ;370200537;2019;;Entreprise;;;Hauts-de-France;Pas-de-Calais
MUTUALITE SOCIALE D'ARMORIQUE;521431866;2020;97;Entreprise;;;Bretagne;Finistère
TRIGO QUALITAIRE;410790448;2019;78;Entreprise;;;Île-de-France;Hauts-de-Seine
ALTITUDE INFRASTRUCTURE HOLDING;431958313;2019;69;Unité Economique et Sociale (UES);;ALTITUDE INFRASTRUCTURE CONSTRUCTION (509601282),ALTITUDE INFRASTRUCTURE EXPLOITATION (509662052),ALTITUDE INFRASTRUCTURE THD (809822935),DOUBS LA FIBRE (797446283),FIBRE 31 (824290969),MANCHE FIBRE (814791554),NET 55 (503746299),NET GRAND RODEZ (500048343),OCTOGONE FIBRE (822189866),RESOPTIC (532745213),THD 66 (829010255),THD 83 (519238166),VANNES AGGLO NUMERIQUE (790362057);Normandie;Eure
KLOECKNER METALS FRANCE;352645501;2020;89;Entreprise;;;Île-de-France;Seine-Saint-Denis
DUMEZ IDF;428781983;2018;87;Entreprise;;;Île-de-France;Val-de-Marne
LOXAM;450776968;2018;83;Unité Economique et Sociale (UES);;LOXAM POWER (366500585),LOXAM MODULE (433911948);Île-de-France;Paris
MARIANNE INTERNATIONAL;335309563;2018;79;Entreprise;;;Île-de-France;Paris
NOVONORDISK;451356992;2018;89;Entreprise;;;Île-de-France;Hauts-de-Seine
NOUVEL HOPITAL PRIVE DES FRANCISCAINES;808690200;2018;;Entreprise;;;Occitanie;Gard
MOTEURS LEROY SOMER;338567258;2018;88;Entreprise;;;Nouvelle-Aquitaine;Charente
GENAVIR - GESTION DE NAVIRES DE RECHERCHE;878407618;2020;81;Entreprise;;;Bretagne;Finistère
Clinique AMBROISE PARE;300379765;2019;93;Entreprise;;;Occitanie;Haute-Garonne
CAISSE REGIONALE DE CREDIT AGRICOLE MUTUEL PROVENCE COTE D'AZUR;415176072;2019;89;Entreprise;;;Provence-Alpes-Côte d'Azur;Var
ADAPEI 35;775590920;2018;99;Entreprise;;;Bretagne;Ille-et-Vilaine
Modis France;353150261;2020;89;Entreprise;;;Auvergne-Rhône-Alpes;Rhône
SAS CHADIS;306216482;2019;84;Entreprise;;;Grand-Est;Marne
Onet Technologies CN;352176721;2018;86;Entreprise;;;Provence-Alpes-Côte d'Azur;Bouches-du-Rhône
Spie batignolles nord;349026955;2020;79;Entreprise;;;Hauts-de-France;Nord
PETIT;784131641;2018;82;Entreprise;;;Île-de-France;Val-de-Marne
STELIA AEROSPACE COMPOSITES;330316381;2018;64;Entreprise;;;Nouvelle-Aquitaine;Gironde
Henkel France;552117590;2019;97;Entreprise;;;Île-de-France;Hauts-de-Seine
Gindre Duchavany;955508817;2018;;Entreprise;;;Auvergne-Rhône-Alpes;Isère
Nissan automotive europe;443089990;2018;90;Entreprise;;;Île-de-France;Yvelines
VALINOX NUCLEAIRE;388353765;2018;92;Entreprise;;;Bourgogne-Franche-Comté;Côte-d'Or
HOPITAL SAINT JOSEPH de MARSEILLE;445174675;2018;92;Entreprise;;;Provence-Alpes-Côte d'Azur;Bouches-du-Rhône
UBS FRANCE SA ;421255670;2020;83;Entreprise;;;Île-de-France;Paris
DAUNAT BOURGOGNE;420990491;2018;80;Entreprise;;;Bourgogne-Franche-Comté;Saône-et-Loire
Adapei 43;775603764;2019;99;Entreprise;;;Auvergne-Rhône-Alpes;Haute-Loire
paprec plastiques;950334458;2018;;Entreprise;;;Île-de-France;Seine-Saint-Denis
SAS Transports CHALAVAN ET DUC;732980479;2019;88;Entreprise;;;Auvergne-Rhône-Alpes;Drôme
SELAS BIOMER;443148556;2018;68;Entreprise;;;Grand-Est;Moselle
Caisse Primaire d'Assurance Maladie de Rouen Elbeuf Dieppe;517501276;2020;97;Entreprise;;;Normandie;Seine-Maritime
EMC2;775616626;2018;72;Unité Economique et Sociale (UES);;HOUPIEZ (485520118),C4M (485124986),EMC2 TRANSPORTS (509422903),EMC2 INVESTISSEMENTS (395399140),LOEB (303458079);Grand-Est;Meuse
SWISSKRONO;339494833;2018;;Entreprise;;;Centre-Val de Loire;Loiret
UMIS Union Mutualiste d'Initiative Santé;493567523;2019;94;Entreprise;;;Île-de-France;Essonne
COLOPLAST MANUFACTURING FRANCE SAS;338864770;2019;88;Entreprise;;;Nouvelle-Aquitaine;Dordogne
AGIVR SIEGE SOCIAL;775645005;2020;99;Entreprise;;;Auvergne-Rhône-Alpes;Rhône
SUEZ RV ENERGIE;622012748;2020;88;Unité Economique et Sociale (UES);;AMETYST (501717615),VERNEA (489118240),VALCANTE (884356122),CORREZE ENERGIES (408588135),COSYNERGIE53 (828554568),ECONOTRE (410872188),ESIANE (443118427),EVNA (838671170),FENIIX (841022452),HELYSEO (844053660),NEOVALY (850742842),OREADE SAS (803806793),SET FAUCIGNY (401471271),SET MONT BLANC (401405832),SIRAC (300221728),SOGAD (322323783),SUEZ RV CENTRE EST ENERGIE (410348833),UVEA (880155411),VALOEURE (853157865),VALO'MARNE (833921232);Île-de-France;Hauts-de-Seine
PEUGEOT SA;552100554;2018;86;Entreprise;;;Île-de-France;Hauts-de-Seine
U10;451341465;2019;75;Entreprise;;;Auvergne-Rhône-Alpes;Rhône
SAP Labs France;419855127;2018;94;Entreprise;;;Provence-Alpes-Côte d'Azur;Alpes-Maritimes
GRTgaz;440117620;2019;94;Entreprise;;;Île-de-France;Hauts-de-Seine
BOUYGUES E&S Maintenance Industrielle;322491127;2019;89;Entreprise;;;Auvergne-Rhône-Alpes;Rhône
METTLER TOLEDO SAS;310370754;2019;64;Entreprise;;;Île-de-France;Yvelines
SAFEGE;542021829;2019;88;Entreprise;;;Île-de-France;Hauts-de-Seine
BERLUTI SA;784320921;2019;79;Entreprise;;;Île-de-France;Paris
PAYFIT;813487899;2020;80;Entreprise;;;Île-de-France;Paris
MOTEURS LEROY SOMER;338567258;2019;87;Entreprise;;;Nouvelle-Aquitaine;Charente
DURAVIT;328400692;2019;;Entreprise;;;Grand-Est;Bas-Rhin
LABOSUD;329208771;2018;83;Entreprise;;;Occitanie;Hérault
SSP PARIS;534704770;2019;88;Entreprise;;;Île-de-France;Val-de-Marne
GTM SUD;501401442;2019;81;Entreprise;;;Provence-Alpes-Côte d'Azur;Bouches-du-Rhône
ACERGY FRANCE SAS;692007495;2019;87;Entreprise;;;Île-de-France;Hauts-de-Seine
CLINIQUE PASTEUR;550801195;2019;94;Entreprise;;;Occitanie;Haute-Garonne
BARTEL SAS;437080948;2018;;Entreprise;;;Auvergne-Rhône-Alpes;Drôme
AD PEP 34;340343425;2019;;Entreprise;;;Occitanie;Hérault
LOGISTIQUE GALERIES LAFAYETTE;501683460;2019;87;Entreprise;;;Île-de-France;Paris
ROLAND BERGER GmbH;353439144;2018;75;Entreprise;;;Île-de-France;Paris
OBJECTIF EMERGENCE;418464285;2019;90;Entreprise;;;Occitanie;Hérault
Oeuvre de secours aux enfants;775681331;2019;96;Entreprise;;;Île-de-France;Paris
ETE RESEAUX;433725116;2018;;Entreprise;;;Nouvelle-Aquitaine;Gironde
DAHER NUCLEAR TECHNOLOGIES;394239909;2018;;Entreprise;;;Provence-Alpes-Côte d'Azur;Bouches-du-Rhône
AUBADE PARIS;775695901;2019;;Entreprise;;;Île-de-France;Paris
VALEO Matériaux de Friction;438810129;2018;88;Entreprise;;;Nouvelle-Aquitaine;Haute-Vienne
SEPRO ROBOTIQUE;399308428;2019;87;Entreprise;;;Pays de la Loire;Vendée
SAS TOP OFFICE;404052193;2019;93;Entreprise;;;Hauts-de-France;Nord
AFASEC;318043411;2018;84;Entreprise;;;Hauts-de-France;Oise
Adhex Technologies;433842002;2019;81;Entreprise;;;Bourgogne-Franche-Comté;Côte-d'Or
SAUVEGARDE 58;775620164;2018;91;Entreprise;;;Bourgogne-Franche-Comté;Nièvre
AGILIS;443222328;2019;;Entreprise;;;Provence-Alpes-Côte d'Azur;Vaucluse
ASS HOSPITALIERE PROTESTANTE DE LYON;431768084;2019;99;Entreprise;;;Auvergne-Rhône-Alpes;Rhône
Association ESSCA;786116723;2019;86;Entreprise;;;Pays de la Loire;Maine-et-Loire
Groupe SOS Jeunesse;775685506;2019;79;Entreprise;;;Île-de-France;Paris
Groupe saint Sauveur;408090116;2019;;Entreprise;;;Grand-Est;Haut-Rhin
ARDIAN FRANCE;403201882;2018;93;Entreprise;;;Île-de-France;Paris
Association des Amis de Jean Bosco;780717047;2018;83;Entreprise;;;Normandie;Calvados
SOCIETE DU CASINO MUNICIPAL D'AIX THERMAL;551620198;2018;85;Entreprise;;;Provence-Alpes-Côte d'Azur;Bouches-du-Rhône
ETS BARBIER ET CIE;586050072;2019;63;Entreprise;;;Auvergne-Rhône-Alpes;Haute-Loire
arpege;312147770;2019;94;Entreprise;;;Île-de-France;Hauts-de-Seine
DEVRED;342948965;2019;89;Entreprise;;;Île-de-France;Paris
SAS HOTEL LE BRISTOL;572047751;2019;92;Entreprise;;;Île-de-France;Paris
ASSOCIATION HOPITAL FOCH;408457299;2019;77;Entreprise;;;Île-de-France;Hauts-de-Seine
SUD EST MOBILITES;706220571;2019;89;Entreprise;;;Provence-Alpes-Côte d'Azur;Vaucluse
OMYA SAS;562072678;2019;86;Entreprise;;;Grand-Est;Marne
IN EXTENSO CENTRE OUEST;792047037;2019;84;Entreprise;;;Pays de la Loire;Maine-et-Loire
TPF INGENIERIE;420606188;2019;71;Entreprise;;;Provence-Alpes-Côte d'Azur;Bouches-du-Rhône
Natixis Investment Managers;453952681;2018;85;Unité Economique et Sociale (UES);;Natixis Investment Managers International (329450738),Ostrum Asset Management (525192753),Natixis Asset Management Finance (479989238),Mirova Natural Capital Limited (832224372),Mirova (394648216),Seeyond (525192720);Île-de-France;Paris
BRANDT FRANCE;801250531;2019;82;Entreprise;;;Île-de-France;Hauts-de-Seine
Crédit Agricole du Nord Est;394157085;2020;83;Entreprise;;;Grand-Est;Marne
AMCOR FLEXIBLES SELESTAT;796380426;2018;;Entreprise;;;Grand-Est;Bas-Rhin
TAPIS SAINT MACLOU;470500943;2019;92;Entreprise;;;Hauts-de-France;Nord
CASINO SERVICES;428267249;2018;93;Entreprise;;;Auvergne-Rhône-Alpes;Loire
GENERIS;410303481;2019;93;Entreprise;;;Île-de-France;Hauts-de-Seine
SUEZ RV OSIS OUEST;464200013;2018;;Entreprise;;;Centre-Val de Loire;Indre-et-Loire
BANQUE BCP;433961174;2018;70;Entreprise;;;Île-de-France;Paris
CAISSE D'EPARGNE GRAND EST EUROPE;775618622;2019;93;Entreprise;;;Grand-Est;Bas-Rhin
UES TEREOS SUCRE FRANCE;533247979;2020;82;Entreprise;;;Hauts-de-France;Aisne
SERVIER INTERNATIONAL;321357865;2020;81;Entreprise;;;Île-de-France;Hauts-de-Seine
TRANSPORTS JH MESGUEN;320760168;2018;;Entreprise;;;Provence-Alpes-Côte d'Azur;Bouches-du-Rhône
AEGIDE SA;401397765;2020;83;Unité Economique et Sociale (UES);;AEGIDE MANAGEMENT SARL (402095509),AEGIDE PROMOTION SARL (432085389),AEGIDE PROMOTION INVESTISSEMENT SARL (449719871),SCI DOMINVEST (442041604),SCI DE BELMONT (334818747),CHATEAU BELMONT (302508460),DOMITYS SAS (488701434),DOMITYS NORD SARL (750157612),DOMITYS NORD OUEST SARL (531823698),DOMITYS EST SARL (750184632),DOMITYS CENTRE OUEST SARL (452414774),DOMITYS SUD EST SARL (537705022),DOMITYS SUD OUEST SARL (519083406),DOMITYS GESTION IMMOBILIERE SARL (808829535),DOMITYS INVEST SAS (329479257),LES TRANSATS (828380139);Île-de-France;Paris
LOC MARIA;379340151;2019;84;Entreprise;;;Bretagne;Côtes-d'Armor
RHENUS LOGISTICS FRANCE;481212561;2020;80;Entreprise;;;Auvergne-Rhône-Alpes;Isère
SOGEFI Filtration Air&Cooling SAS;409722956;2019;87;Entreprise;;;Île-de-France;Yvelines
AMPHENOL-AIR LB;777343955;2020;77;Entreprise;;;Grand-Est;Ardennes
TOURRES & Cie;356500595;2019;83;Entreprise;;;Normandie;Seine-Maritime
Association;423507029;2018;;Entreprise;;;Provence-Alpes-Côte d'Azur;Bouches-du-Rhône
AEW Ciloger;329255046;2019;86;Entreprise;;;Île-de-France;Paris
Marseille Provence Restaurants;508970506;2019;92;Unité Economique et Sociale (UES);;Marseille Provence Restaurants Destrousse (337678635),MPR Dromel (805260890),MPR Paluds (831890512),MPR Cami (850104902);Provence-Alpes-Côte d'Azur;Bouches-du-Rhône
DASSAULT SYSTEMES SE;322306440;2020;95;Entreprise;;;Île-de-France;Yvelines
